question_id,language,is_answered,tags,title,answer_count,creation_date,score,link,view_count,user_id,reputation,user_type,display_name
39762831,mysql,False,jquery|html|mysql|database|password-protection,Hide a link with a secure password on html page,0,1475130191,-1,http://stackoverflow.com/questions/39762831/hide-a-link-with-a-secure-password-on-html-page,13,6222411,39,registered,coolio83000
39762785,mysql,False,php|html|mysql,Arabic login system using MySQL and PHP. Not working,0,1475130025,0,http://stackoverflow.com/questions/39762785/arabic-login-system-using-mysql-and-php-not-working,9,1131888,85,registered,FarrisFahad
39761724,mysql,True,php|mysql,#1064 - You have an error in your SQL syntax; Fix it?,2,1475125085,2,http://stackoverflow.com/questions/39761724/1064-you-have-an-error-in-your-sql-syntax-fix-it,32,6897376,11,registered,Thuvaraga Shanmugam
39711862,mysql,True,php|mysql|mysqli,How to remove thumbnail from mysql database,1,1474921874,1,http://stackoverflow.com/questions/39711862/how-to-remove-thumbnail-from-mysql-database,33,6606350,45,registered,Carl Max
31315660,mysql,True,mysql|cpanel,#1227 - Access denied; you need (at least one of) the SUPER privilege(s) for this operation,2,1436440126,3,http://stackoverflow.com/questions/31315660/1227-access-denied-you-need-at-least-one-of-the-super-privileges-for-thi,6862,5030092,394,registered,Lachie
39755670,mysql,False,mysql,If more than 10% of results are over X in mysql,2,1475089338,0,http://stackoverflow.com/questions/39755670/if-more-than-10-of-results-are-over-x-in-mysql,24,3255287,14,registered,coderking
39762508,mysql,False,mysql|sql|database|foreign-keys,database performance with updating forign key with the same value,0,1475128895,0,http://stackoverflow.com/questions/39762508/database-performance-with-updating-forign-key-with-the-same-value,9,506952,1164,registered,mmohab
39760701,mysql,False,php|mysql,fetching id_customer which are not exiting in the table,1,1475118092,0,http://stackoverflow.com/questions/39760701/fetching-id-customer-which-are-not-exiting-in-the-table,19,3270582,94,registered,user3270582
39696470,mysql,True,mysql,Need help in building MYSQL query to count two content from single row/table,3,1474872987,0,http://stackoverflow.com/questions/39696470/need-help-in-building-mysql-query-to-count-two-content-from-single-row-table,38,6880623,4,registered,Praveen Yadhav
39762357,mysql,False,php|mysql|apache|authentication,Get additional fields in environment variable from Apache mod_authn_dbd,0,1475128197,0,http://stackoverflow.com/questions/39762357/get-additional-fields-in-environment-variable-from-apache-mod-authn-dbd,6,2861979,1,registered,Dan
39761361,mysql,False,php|mysql|sugarcrm,"How to hard code the where condition in list view ,basic search,advance search in sugar CE",0,1475122956,2,http://stackoverflow.com/questions/39761361/how-to-hard-code-the-where-condition-in-list-view-basic-search-advance-search-i,17,5933698,2251,registered,JYoThI
39761098,mysql,False,php|mysql,how to make a unique batch number per day?,3,1475121042,-1,http://stackoverflow.com/questions/39761098/how-to-make-a-unique-batch-number-per-day,30,6845090,1,registered,Sigit Dwi Prasetyo
39761476,mysql,True,php|mysql|pdo,Is necessary to bind params after each prepare in PDO?,1,1475123656,0,http://stackoverflow.com/questions/39761476/is-necessary-to-bind-params-after-each-prepare-in-pdo,17,6106620,85,registered,Cristian Crishk
39240718,mysql,False,mysql|google-cloud-platform|google-cloud-sql,Google CloudSQL 2nd Generation create Function not working,1,1472617527,0,http://stackoverflow.com/questions/39240718/google-cloudsql-2nd-generation-create-function-not-working,28,724968,938,registered,arvindwill
39762058,mysql,False,php|mysql,How to get total of given colum of mysql virtual table,1,1475126773,-2,http://stackoverflow.com/questions/39762058/how-to-get-total-of-given-colum-of-mysql-virtual-table,21,4172602,14,registered,Gayan Chaturanga
39762160,mysql,False,mysql|stored-procedures|google-compute-engine|google-cloud-platform|google-cloud-sql,Google Cloud SQL Grant - mysql.proc,0,1475127280,0,http://stackoverflow.com/questions/39762160/google-cloud-sql-grant-mysql-proc,5,724968,938,registered,arvindwill
27606978,mysql,True,mysql|sql|create-table,SQL Error in Table Creation,3,1419267214,1,http://stackoverflow.com/questions/27606978/sql-error-in-table-creation,47,,,does_not_exist,user3808021
39761988,mysql,True,mysql|elasticsearch|get|elasticsearch-query,How could I have MySQL IN clause within my elasticsearch query?,1,1475126470,0,http://stackoverflow.com/questions/39761988/how-could-i-have-mysql-in-clause-within-my-elasticsearch-query,12,1338588,2659,registered,Kulasangar
10615998,mysql,True,c#|asp.net|mysql|dapper,Accessing Mysql using dapper,1,1337161603,7,http://stackoverflow.com/questions/10615998/accessing-mysql-using-dapper,6867,1398256,72,registered,Learner
38822608,mysql,True,mysql|sql|performance|mysql-5.5,Duplicating records in a mysql table intermittently causes statements to hang and not return,2,1470638003,-1,http://stackoverflow.com/questions/38822608/duplicating-records-in-a-mysql-table-intermittently-causes-statements-to-hang-an,48,807802,707,registered,MarcFasel
39761957,mysql,False,mysql|passwords|root|webmin,Where does Webmin store the root MySQL password?,0,1475126327,0,http://stackoverflow.com/questions/39761957/where-does-webmin-store-the-root-mysql-password,6,1172701,51,registered,Bob Chip
39662492,mysql,True,php|mysql,PHP query not working with variable,3,1474638652,-1,http://stackoverflow.com/questions/39662492/php-query-not-working-with-variable,166,4710899,276,registered,Divyesh Jesadiya
39761450,mysql,True,php|mysql|arrays|mysqli,Prints only one value from the record,3,1475123504,-2,http://stackoverflow.com/questions/39761450/prints-only-one-value-from-the-record,31,6737234,93,registered,Virb
29689830,mysql,True,mysql|vb.net,How to fill textboxes when the data are retrieving from two tables?,3,1429241990,1,http://stackoverflow.com/questions/29689830/how-to-fill-textboxes-when-the-data-are-retrieving-from-two-tables,195,4714726,16,registered,Kenjiro Aikawa
39757697,mysql,False,php|mysql|sql|for-loop,PHP get results from mysql in a for() loop,1,1475096944,0,http://stackoverflow.com/questions/39757697/php-get-results-from-mysql-in-a-for-loop,43,3133570,44,registered,Mystic
39761713,mysql,True,php|mysql|join|kohana,How to remove duplicate rows have the same id in Join Query?,2,1475124988,2,http://stackoverflow.com/questions/39761713/how-to-remove-duplicate-rows-have-the-same-id-in-join-query,31,6112401,679,registered,Văn Lộc
39759258,mysql,False,mysql|nginx|phpmyadmin|mariadb|ubuntu-16.04,"phpMyAdmin, can not login to root user",1,1475106411,-1,http://stackoverflow.com/questions/39759258/phpmyadmin-can-not-login-to-root-user,11,6896592,1,registered,wdaniel526
39747800,mysql,False,php|mysql|upload|xampp,Mysql PHP exention unloaded! Error shows in PHP7 How can i solve it?​,1,1475066321,-4,http://stackoverflow.com/questions/39747800/mysql-php-exention-unloaded-error-shows-in-php7-how-can-i-solve-it,25,1799766,1,registered,user1799766
39760907,mysql,False,c#|mysql,How do I display this sql statement in c#,2,1475119449,-7,http://stackoverflow.com/questions/39760907/how-do-i-display-this-sql-statement-in-c,38,6897135,1,registered,Jolly Ann Dolloso
39761606,mysql,True,php|mysql|codeigniter,Getting Database Error while login,2,1475124407,1,http://stackoverflow.com/questions/39761606/getting-database-error-while-login,19,5064637,110,registered,MOHAMMED
39761363,mysql,True,mysql|sql,How to check if every primary key value is being referenced as foreign key in another table,2,1475122968,1,http://stackoverflow.com/questions/39761363/how-to-check-if-every-primary-key-value-is-being-referenced-as-foreign-key-in-an,30,6390490,93,registered,smarttechy
39761439,mysql,False,mysql,Godaddy - Connecting Mysql with GUI Mysql-Front Tool,1,1475123431,0,http://stackoverflow.com/questions/39761439/godaddy-connecting-mysql-with-gui-mysql-front-tool,7,4408044,390,registered,Masood Rehman
39759185,mysql,False,java|mysql|swing,"Row_Number() in MySql result value Double, but in IBM Data Studio result Int",1,1475105703,3,http://stackoverflow.com/questions/39759185/row-number-in-mysql-result-value-double-but-in-ibm-data-studio-result-int,18,5536728,16,registered,riskiNova
39761274,mysql,True,mysql|sql,How to display data with suffix/prefix in sql?,2,1475122286,0,http://stackoverflow.com/questions/39761274/how-to-display-data-with-suffix-prefix-in-sql,12,4985248,35,registered,Rob Bor
39761015,mysql,False,mysql,Mysql year generation to populate table,2,1475120390,-1,http://stackoverflow.com/questions/39761015/mysql-year-generation-to-populate-table,13,3802237,164,registered,sanu
39760803,mysql,False,mysql|join|left-join,LEFT JOIN pulling only one result,1,1475118708,0,http://stackoverflow.com/questions/39760803/left-join-pulling-only-one-result,17,3850537,35,registered,Dustin Scott Garza
39753577,mysql,True,php|jquery|mysql|ajax|cordova,Ajax request to Webservice returns error even though it works,1,1475082054,0,http://stackoverflow.com/questions/39753577/ajax-request-to-webservice-returns-error-even-though-it-works,9,6095207,1,registered,Guilherme Ramalho
39700515,mysql,True,mysql|sql,show data and change value if duplicate id,3,1474885932,1,http://stackoverflow.com/questions/39700515/show-data-and-change-value-if-duplicate-id,42,6877401,6,registered,bideng
39753689,mysql,False,php|mysql,Having problems selecting data from MySQL to PHP page,2,1475082424,2,http://stackoverflow.com/questions/39753689/having-problems-selecting-data-from-mysql-to-php-page,37,6877754,43,registered,Chris
39760734,mysql,False,mysql|datetime|max|mariadb,MySQL/MariaDB timestamp grouping has different behavior with microseconds,0,1475118265,0,http://stackoverflow.com/questions/39760734/mysql-mariadb-timestamp-grouping-has-different-behavior-with-microseconds,12,6897037,1,registered,Yosua Miko
39760112,mysql,False,mysql,Maintaining mysql db and server loads,1,1475113615,2,http://stackoverflow.com/questions/39760112/maintaining-mysql-db-and-server-loads,21,597390,336,registered,Bruce
39759702,mysql,False,mysql|table|stored-procedures|truncate,mysql stored proc truncate table,0,1475110105,0,http://stackoverflow.com/questions/39759702/mysql-stored-proc-truncate-table,13,2970770,26,registered,user2970770
39758079,mysql,False,mysql|sum|decimal|varchar,Varchar to Decimal cast returns &#39;0&#39;,0,1475098646,0,http://stackoverflow.com/questions/39758079/varchar-to-decimal-cast-returns-0,32,4885376,8,registered,New-To-SQL
39745267,mysql,True,php|mysql|mariadb|ubuntu-16.04,Extremely slow LEFT JOIN on specific table,2,1475059559,2,http://stackoverflow.com/questions/39745267/extremely-slow-left-join-on-specific-table,66,3455999,23,registered,Hugo
39760844,mysql,False,php|mysql|unicode,php: display unicode instead of character on browser,0,1475118969,0,http://stackoverflow.com/questions/39760844/php-display-unicode-instead-of-character-on-browser,15,4368492,23,registered,KengoTokukawa
7608619,mysql,True,c#|.net|mysql|entity-framework|concurrency,Optimistic concurrency with Entity Framework and MySQL,2,1317375883,1,http://stackoverflow.com/questions/7608619/optimistic-concurrency-with-entity-framework-and-mysql,1633,71354,1332,registered,Yrlec
39760720,mysql,False,php|mysql|sql|stored-procedures|transactions,How to execute transaction without create a procedure in MySQL,1,1475118202,2,http://stackoverflow.com/questions/39760720/how-to-execute-transaction-without-create-a-procedure-in-mysql,14,6106620,85,registered,Cristian Crishk
39746371,mysql,False,php|mysql|forms,How To Do Mathematical calculation on a previously saved mysql data and new form input data in PHP?,1,1475062734,-2,http://stackoverflow.com/questions/39746371/how-to-do-mathematical-calculation-on-a-previously-saved-mysql-data-and-new-form,42,4352820,4,registered,Jyotishmoy
39759514,mysql,False,mysql|sql|doctrine2|sql-order-by,mysql - Optimizing ORDER BY COALESCE on joined table column,0,1475108455,2,http://stackoverflow.com/questions/39759514/mysql-optimizing-order-by-coalesce-on-joined-table-column,21,500343,516,registered,CaptainStiggz
39740796,mysql,False,mysql|sql|foreign-keys,Foreign key is empty,1,1475047791,0,http://stackoverflow.com/questions/39740796/foreign-key-is-empty,41,5169275,24,registered,RustBeard
39760664,mysql,False,mysql,MySQL - Automatically update total hours difference based on two other datetime columns,0,1475117772,0,http://stackoverflow.com/questions/39760664/mysql-automatically-update-total-hours-difference-based-on-two-other-datetime,8,4412118,69,registered,Kei
39744305,mysql,False,php|mysql,PHP 5.6 - The used command is not allowed with this MySQL version,1,1475057120,1,http://stackoverflow.com/questions/39744305/php-5-6-the-used-command-is-not-allowed-with-this-mysql-version,34,1076261,1112,registered,Richard
39760575,mysql,False,mysql|concatenation,"Query table with select all, but concatenate two columns",0,1475117165,0,http://stackoverflow.com/questions/39760575/query-table-with-select-all-but-concatenate-two-columns,8,6897038,1,registered,falisa
25865270,mysql,True,python|mysql|pip,How to install Python MySQLdb module using pip?,7,1410859917,123,http://stackoverflow.com/questions/25865270/how-to-install-python-mysqldb-module-using-pip,130158,1228491,3530,registered,Marian
39725839,mysql,False,mysql|utf-8|character-encoding,why in remote server cannot input Chinese character in mysql command line but local is ok,3,1474982626,0,http://stackoverflow.com/questions/39725839/why-in-remote-server-cannot-input-chinese-character-in-mysql-command-line-but-lo,17,4428471,1399,registered,zhuguowei
39741720,mysql,True,mysql,How can I efficiently query &#39;Like&#39; data from MySQL?,2,1475050575,-3,http://stackoverflow.com/questions/39741720/how-can-i-efficiently-query-like-data-from-mysql,36,6892310,3,registered,Ollie
39760507,mysql,False,android|mysql|android-studio,"How to Get the current Time and Date, save it in php mysql and the show in a activity in a click of a button. &quot;Android App&quot;",0,1475116693,-1,http://stackoverflow.com/questions/39760507/how-to-get-the-current-time-and-date-save-it-in-php-mysql-and-the-show-in-a-act,4,5772345,1,registered,Siegrain
39739168,mysql,True,mysql|node.js|callback|promise,Node mysql error is not being caught by Promise reject,1,1475042678,1,http://stackoverflow.com/questions/39739168/node-mysql-error-is-not-being-caught-by-promise-reject,29,366716,443,registered,Ryan Weiss
39759809,mysql,True,mysql|sql|regex,How can I select tags for autocomplete box?,3,1475111223,1,http://stackoverflow.com/questions/39759809/how-can-i-select-tags-for-autocomplete-box,25,6381081,1039,registered,Martin AJ
39760114,mysql,False,javascript|mysql|local-storage,Store browsing history in localstorage or server database?,0,1475113620,0,http://stackoverflow.com/questions/39760114/store-browsing-history-in-localstorage-or-server-database,17,143030,17298,registered,JasonDavis
39759488,mysql,False,php|mysql|pdo,Store dates from database in an array,2,1475108309,0,http://stackoverflow.com/questions/39759488/store-dates-from-database-in-an-array,27,5067684,21,registered,S.Al
39752111,mysql,True,php|mysql|database,Searching Large Mysql Database For Exact Date Within Row ID,1,1475077448,0,http://stackoverflow.com/questions/39752111/searching-large-mysql-database-for-exact-date-within-row-id,14,2218253,1759,registered,wuno
39758532,mysql,False,php|mysql|ajax|yii2,Ajax save to database in yii2,1,1475101014,0,http://stackoverflow.com/questions/39758532/ajax-save-to-database-in-yii2,18,4230525,175,registered,arinze
39759482,mysql,False,php|mysql|sql,getting the date of the next occurrence of a give day within a mysql query,2,1475108278,0,http://stackoverflow.com/questions/39759482/getting-the-date-of-the-next-occurrence-of-a-give-day-within-a-mysql-query,25,5513093,28,registered,BBLJ84
4922189,mysql,True,mysql|sql|multiple-tables|drop-table,Drop multiple tables in one shot in mysql,3,1297087579,42,http://stackoverflow.com/questions/4922189/drop-multiple-tables-in-one-shot-in-mysql,39906,584725,406,registered,Krunal
39737071,mysql,True,mysql|sql|database|performance|database-design,Best database design to link related tags,1,1475029609,0,http://stackoverflow.com/questions/39737071/best-database-design-to-link-related-tags,41,6381081,1039,registered,Martin AJ
39759785,mysql,False,mysql|union,MySQL 5.5.49 returns errors if UNION and CREATE TABLE co-exists,0,1475110974,0,http://stackoverflow.com/questions/39759785/mysql-5-5-49-returns-errors-if-union-and-create-table-co-exists,12,2736467,178,registered,Chubaka
39759724,mysql,False,mysql|wordpress|phpmyadmin,Accidentally Dropped wp_usermeta,1,1475110341,-2,http://stackoverflow.com/questions/39759724/accidentally-dropped-wp-usermeta,17,6896502,2,registered,Nate Hailfire
12176709,mysql,True,mysql|arrays|variables|set|temp-tables,How can I simulate an array variable in MySQL?,11,1346239104,37,http://stackoverflow.com/questions/12176709/how-can-i-simulate-an-array-variable-in-mysql,136363,1593077,10646,registered,einpoklum
9446783,mysql,True,mysql,Remove DEFINER clause from MySQL Dumps,17,1330194531,35,http://stackoverflow.com/questions/9446783/remove-definer-clause-from-mysql-dumps,31292,1077670,3009,registered,FastTrack
39759511,mysql,False,mysql,select result without match with first character,0,1475108442,-1,http://stackoverflow.com/questions/39759511/select-result-without-match-with-first-character,16,5398026,1,registered,Shanwei Lim
39759398,mysql,False,mysql,select records with multi key list,1,1475107489,0,http://stackoverflow.com/questions/39759398/select-records-with-multi-key-list,10,1281342,21,registered,m.numa
39759246,mysql,False,mysql|sql|latitude-longitude|median,MySQL: How can I calculate the median in a specific radius (longitude / latitude),0,1475106298,0,http://stackoverflow.com/questions/39759246/mysql-how-can-i-calculate-the-median-in-a-specific-radius-longitude-latitude,22,5979109,3,registered,Severin
39758422,mysql,False,mysql|sql|transactions,MySQL insert only if a condition is true,3,1475100383,0,http://stackoverflow.com/questions/39758422/mysql-insert-only-if-a-condition-is-true,21,1068058,3769,registered,ajon
39734941,mysql,False,php|mysql|wordpress,Append &quot;AND&quot; clause to WP QUERY,1,1475013315,3,http://stackoverflow.com/questions/39734941/append-and-clause-to-wp-query,32,3808540,24,registered,tux
1709078,mysql,True,mysql|privileges|mysql-error-1045,How can I restore the MySQL root user’s full privileges?,5,1257869230,69,http://stackoverflow.com/questions/1709078/how-can-i-restore-the-mysql-root-user-s-full-privileges,119188,202335,5234,registered,Steven
31333089,mysql,True,javascript|php|mysql|ajax,How to delete a record from database through AJAX using php and also when link is clicked,2,1436506014,1,http://stackoverflow.com/questions/31333089/how-to-delete-a-record-from-database-through-ajax-using-php-and-also-when-link-i,291,5087892,21,registered,TOOR PIZZZ
39758937,mysql,True,php|mysql|wordpress|mysqli,How to convert a mysqli query to $wpdb in wordpress?,1,1475103822,0,http://stackoverflow.com/questions/39758937/how-to-convert-a-mysqli-query-to-wpdb-in-wordpress,20,6563894,28,registered,mesumosu
39758973,mysql,False,javascript|mysql|node.js|express|passport,Express-mysql-session preventing passport deserializeUser from running,0,1475104037,0,http://stackoverflow.com/questions/39758973/express-mysql-session-preventing-passport-deserializeuser-from-running,6,2796352,93,registered,user2796352
39751442,mysql,False,mysql|indexing|database-indexes,Find rows in a MySQL query where the index values must all exist,1,1475075620,0,http://stackoverflow.com/questions/39751442/find-rows-in-a-mysql-query-where-the-index-values-must-all-exist,19,6843770,10,registered,Kevin J
39758402,mysql,False,php|mysql|codeigniter|doctrine|mysql-error-1064,Strange foreign Key error only on specific records,0,1475100279,0,http://stackoverflow.com/questions/39758402/strange-foreign-key-error-only-on-specific-records,16,991386,15,registered,Eric C
39755621,mysql,True,php|mysql|random,Random Video via MySQL,3,1475089168,0,http://stackoverflow.com/questions/39755621/random-video-via-mysql,27,5486897,3,registered,Thorben L&#252;pkes
39755800,mysql,False,mysql|django|indexing|unique,Django unique_together creates an index without UNIQUE constraint,0,1475089814,0,http://stackoverflow.com/questions/39755800/django-unique-together-creates-an-index-without-unique-constraint,11,893159,602,registered,allo
39756341,mysql,False,php|mysql|codeigniter|xampp,AES_DECRYPT() returns null fields codeigniter,1,1475091752,1,http://stackoverflow.com/questions/39756341/aes-decrypt-returns-null-fields-codeigniter,11,6895794,6,registered,Jose Guillermo Barrero Navas
39750703,mysql,True,ios|mysql|database|realm|mamp,Is it a better way to choose Realm as the iOS application database than MySQL?,1,1475073637,1,http://stackoverflow.com/questions/39750703/is-it-a-better-way-to-choose-realm-as-the-ios-application-database-than-mysql,31,6440904,12,registered,Fliss Hou
14950466,mysql,True,mysql,How to split the name string in mysql?,10,1361251751,32,http://stackoverflow.com/questions/14950466/how-to-split-the-name-string-in-mysql,91827,2039721,515,registered,Madhav
39705253,mysql,False,mysql,MySQL Stored procedure with local variable not working in LINUX,2,1474899283,0,http://stackoverflow.com/questions/39705253/mysql-stored-procedure-with-local-variable-not-working-in-linux,32,932932,121,registered,Pedro Cardoso
39758255,mysql,False,php|mysql,MySQL multi column query,0,1475099463,0,http://stackoverflow.com/questions/39758255/mysql-multi-column-query,15,5518224,8,registered,kiwis
39754826,mysql,True,php|jquery|mysql|firebug|data-manipulation,What is the easiest way to check if table data has been manipulated in firebug,1,1475086458,0,http://stackoverflow.com/questions/39754826/what-is-the-easiest-way-to-check-if-table-data-has-been-manipulated-in-firebug,19,5757434,168,registered,Thomas Williams
